,class,question,sub_class
3082,DESC,O que é o limbo ?,def
3083,LOC,A que cidade pertence o distrito de Hell' s Kitchen ?,city
3084,ENTY,Que interessante método foi utilizado para passar os créditos nos primeiros desenhados animados do Popeye ?,techmeth
3085,ENTY,De que são feitas as estrelas ?,substance
3086,HUM,Que médico inglês nasceu a 18. de Janeiro de 1779. e criou duas importantes inveções ?,ind
3087,HUM,Quem é que Arthur H. Bremer tentou assassinar a 15. de Maio de 1972 ?,ind
3088,NUM,A que velocidade viaja uma nave espacial para fugir à gravidade de da Terra ?,speed
3089,HUM,Que apóstolo é O Grande Leão de Deus de Taylor Caldwell ?,ind
3090,NUM,Quantos anéis existem num alvo de tiro com arco de cinco zonas ?,count
3091,ENTY,Que anestesiante a Rainha Victória permitiu que fosse usado no nascimento do seu sétimo filho em 1853 ?,dismed
3092,ENTY,"Que elemento da Tabela Periódica pode ser um gás ou um sólido, mas nunca líquido ?",substance
3093,DESC,O que é uma tonelada ?,def
3094,LOC,Qual dos Grandes Lagos se encontra inteiramente no território dos E.U.A. ?,other
3095,ABBR,O que é DEET ?,exp
3096,HUM,Que empresa vende mais cartões de parabéns ?,gr
3097,LOC,Que estado dos E.U.A. tem a artemísia como flor do estado ?,state
3098,DESC,O que é o Princípio de Bernoulli ?,def
3099,HUM,Qual é a identidade secreta do fotógrafo de tiras de banda desenhada Peter Parker ?,ind
3100,DESC,Qual é a diferença entre um poster e uma impressão ?,desc
3101,ENTY,Em que desporto existem um “scrum” ?,sport
3102,ENTY,Quais são as melhores maneiras de aumentar a moral dos empregados a baixo custo ?,techmeth
3103,LOC,Qual é a nacionalidade do Papa João Paulo II ?,country
3104,DESC,O que é a falsa consciência ?,def
3105,DESC,Como é que a Grande Depressão afectou a história do Japão ?,manner
3106,ENTY,Um jogador de bowling que tenha que enfrentar um split 37.803. deve bater nos 3. pinos do lado esquerda ou do lado direito ?,other
3107,LOC,Onde se podem encontrar bons recursos educativos para pais e professores ?,other
3108,NUM,Quantos atletas israelitas foram mortos nos Jogos Olímpicos de Munique ?,count
3109,ENTY,Qual é o Scotch “for people who know the difference” ?,termeq
3110,NUM,Quando nasceu Richard Nixon ?,date
3111,LOC,Que ponto de referência da cidade de Nova Iorque tem 168. degraus até à sua coroa ?,other
3112,LOC,Onde está sediada a equipa de basebol Bulls ?,other
3113,NUM,Qual é a idade recomendada para mudar um bebé do berço para a cama ?,period
3114,HUM,Que Rockefeller às vezes chamado “JDR3” ?,ind
3115,NUM,Quando é que o Sol está mais próximo da Terra ?,date
3116,DESC,Quais são algumas das propriedades químicas do mendelévio ?,desc
3117,NUM,Qual é a média de horas passadas online pelos utilizadores de AOL ?,count
3118,HUM,Quem é que Friz Freleng juntou à lista de desenhos animados da Warner Bros ?,ind
3119,DESC,Qual é a origem da palavra “sideburns” ?,desc
3120,ENTY,Como são conhecidos os julamentos resultantes da Segunda Guerra Mundial ?,event
3121,ENTY,O que é que começou em 1849. quando foi descoberto ouro em Sutter's Mill ?,event
3122,DESC,O que é um país do Primeiro Mundo ?,def
3123,HUM,Quem era o general Moorish de Shakespeare ?,ind
3124,LOC,Qual é a segunda montanha mais alta do mundo ?,mount
3125,LOC,De que país era líder Erich Honecker ?,country
3126,DESC,Como é que o sal derrete gelo e neve ?,manner
3127,LOC,"Que nomes de duas cidades japonesas se escrevem com as letras K, O, O, T e Y ?",city
3128,DESC,O que significa laser ?,def
3129,HUM,Quem ensinou Matt Murdock a usar as suas extraordinárias capacidades nos Marvel comics ?,ind
3130,LOC,Onde é que Wile E. Coyote arranjava sempre os seus estratagemas ?,other
3131,NUM,Quão distante está a lua ?,dist
3132,HUM,Que famoso cowboy dos filmes e da TV emprestou o seu nome a uma cadeia de fast food ?,ind
3133,DESC,O que é a disostose mandibulofacial ?,def
3134,DESC,Qual foi a razão para a cisão entre a Igreja Anglicana e a Igreja do Vaticano ?,reason
3135,DESC,O que é Butterfield 8. em Butterfield 8.  ?,def
3136,HUM,Quem ficou famoso por a cavalo ter avisado o povo de Massachusetts que os britânicos estavam a chegar ?,ind
3137,ABBR,O que é DTMF ?,exp
3138,ENTY,Diga o nome de um filme no qual a actriz Sandra Bullock tenha um papel.,cremat
3139,ENTY,"O que é que explodiu em Lakehurst, New Jersey, a 6. de Maio de 1977 ?",other
3140,HUM,Quem comandava as forças francesas na Batalha de Orléans ?,ind
3141,LOC,Onde é que uma pessoa pode mandar testar umas lentes de contacto novas que queimaram totalmente a superfície do olho ?,other
3142,LOC,Que países o túnel do Monte Branco liga ?,country
3143,ENTY,Que ofício malfadada foi capitaneada por Ernst Lehmann ?,veh
3144,NUM,Quando é que Amtrak começou as operações ?,date
3145,NUM,Quantos ossos tem a mão humana ?,count
3146,NUM,Quantos elementos químicos existem ?,count
3147,LOC,Que estado de leste fundou a primeira fábrica nuclear comercial dos E.U.A. ?,state
3148,LOC,Quais são os três países mais populosos do mundo ?,country
3149,HUM,Quem era o líder da oposição quando Konrad Adenauer era o chanceler da Alemanha ?,ind
3150,NUM,"Qual é a actual população dos seguintes países: França, Espanha, Itália, Grécia, Áustria, Alemanha, Suiça e Holanda ?",count
3151,NUM,Com que idade um rapaz ou uma rapariga podem ter um orgasmo ?,period
3152,ENTY,De que cor é o baton nos lábios de cera do Boy George no Madame Tussaud de Londres ?,color
3153,DESC,Qual é a origem da candy cane no Natal ?,desc
3154,ENTY,Qual é o nome da marca de um químico usado para controlar o amadurecimento ?,product
3155,ENTY,Sobre que terror do mar é que Johny Horton cantava ?,animal
3156,LOC,Qual é o maior bloco de escritórios do mundo ?,other
3157,HUM,Quem é que transformava tudo o que tocava em ouro ?,ind
3158,ENTY,Qual é o termo médico para designar o cancro no sangue ?,dismed
3159,HUM,Quem joga shortstop na equipa de basebol de Charlie Brown ?,ind
3160,LOC,A que país é que os Romanos chamavam Ibéria ?,country
3161,HUM,Quem foi o editor da secção de comida mais famoso do The New York Times ?,ind
3162,NUM,Quantos cães puxam um trenó na Iditarod ?,count
3163,ENTY,Qual é o masculino de bruxa ?,termeq
3164,NUM,Quanto tempo é que a cocaína fica no sistema ?,period
3165,LOC,Que dois países travaram a Guerra dos Cem Anos ?,country
3166,HUM,Quem foi o último presidente dos E.U.A. a restabelecer a inscrição no Serviço de Seleção ?,ind
3167,NUM,"Em que data acontece a corrida de touros em Pamplona, Espanha ?",date
3168,HUM,Qual é o nome do advogado que representava Rany Steven Craft ?,ind
3169,DESC,O que acontece ao óleo de carro usado ?,desc
3170,ENTY,Qual é a palavra de 1. letra mais utilizada na língua inglesa ?,word
3171,HUM,De que actriz a autobiografia se intitula Shelley: Also Known as Shirley ?,ind
3172,NUM,Quantas cores tinha o item de colecção dos anos 40. chamado Donald Duck Rubber Boat ?,count
3173,DESC,Quando começou a 7th inning stretch ?,manner
3174,HUM,Quem viveu nas margens do rio Gitchee Gumee ?,ind
3175,ENTY,Tristão voltou disfarçado de quê ?,other
3176,LOC,Que país vai entrar no ano 2. em primeiro lugar ?,country
3177,ENTY,Que cores fazem parte do arco-íris ?,color
3178,ENTY,Em que guerra combateram Johnny Reb e Billy Yank ?,event
3179,HUM,Quem é o manager da secção de sistemas de orientação e controlo na JPL ?,ind
3180,HUM,Qual é o primeiro nome de Goldfinger ?,ind
3181,LOC,Que praça é o centro geográfico de Londres ?,other
3182,HUM,"Das seguintes pessoas famosas, qual não pinta como hobby ?",ind
3183,LOC,Qual é a cidade mais populosa do mundo ?,city
3184,NUM,Quantos jarros se encontram na prateleira ao lado da mulher agachada no quadro de Edgar Degas de 1886. “The Tub” ?,count
3185,NUM,Qual é o preço dos medicamentos usados para o tratamento da tuberculose ?,money
3186,ABBR,O que significa JESSICA ?,exp
3187,ENTY,Que afamada matança em terra de gangs matou os associados de Bug Moran ?,event
3188,ENTY,Ray Charles é conhecido por tocar que instrumento ?,instru
3189,LOC,Onde é que Victor Hugo passou o exílio ?,other
3190,DESC,Sobre que era o programa de TV de 1974. “Nine Tailors” ?,desc
3191,DESC,Como é que o Elongated Man sabe que um mistério está a acontecer ?,manner
3192,ENTY,Que comida dos três ursos é que Goldilocks comeu ?,food
3193,DESC,O que é Boston Kreme ?,def
3194,HUM,A quem devo telefonar para conseguir um tour da Bolsa de Valores de Nova Iorque ?,ind
3195,NUM,Quantas escolas de aviação existem nos E.U.A. ?,count
3196,HUM,"Que general dos E.U.A. morreu a 1. de Dezembro de 1945, quando o seu jipe colidiu com um camião ?",ind
3197,DESC,O que é um swatch ?,def
3198,DESC,O que é que Ouija significa ?,def
3199,NUM,"Quantos líderes nazistas importantes foram, depois da guerra, julgados em Nuremberga ?",count
3200,ENTY,Que tipo de peixe é a garoupa-pintada ?,animal
3201,LOC,A que estado é que Hellen Keller chamava casa ?,state
3202,HUM,Qual é o nome do realizador do filme “O Tubarão” ?,ind
3203,DESC,Que medidas podem ser tomadas para prevenir as diabetes ?,desc
3204,DESC,Quais foram as primeiras palavras ditas a serem registadas no audio de um filme ?,desc
3205,NUM,De que ano é a Medalha de Ouro de Excelência desenhada na lata de sopa de tomate Campbell ?,date
3206,LOC,De que país a casa real se chama Bourbon-Parma ?,country
3207,ENTY,Em que filme entra Jude Law ?,cremat
3208,HUM,Quem representa W.C. Fields no filme W.C. Fields and Me ?,ind
3209,ENTY,Quais eram as cerimónias tradicionais durante o período Elisabetano ?,other
3210,HUM,Em que college é que Dikembe Mutombo jogava basquetebol ?,gr
3211,ENTY,Como se chama a fobia de ir para a cama ?,dismed
3212,DESC,De onde vem o ditado “rule of thumb” ?,desc
3213,DESC,Porque é que o som viaja mais rapidamente através da água do que pelo ar ?,reason
3214,NUM,Quanto dinheiro tem o Sultão do Brunei ?,money
3215,LOC,Que país é necessário visitar para esquiar nas Dolomitas ?,country
3216,NUM,Na terceira semana de que mês se realiza o Festival de Jazz de Monterey ?,date
3217,DESC,O que é a “Ecónomia Global” ?,def
3218,HUM,Quem construiu com êxito o primeiro barco a vapor com volante de popa ?,ind
3219,DESC,O que é que é a caput galeatum ?,def
3220,HUM,Quem foi o ministro da propaganda de Hitler ?,ind
3221,HUM,Quem foi o primeiro médico a fazer com sucesso um transplante de fígado ?,ind
3222,DESC,O que significa em termos mais simples a teoria do quantum leaps ?,def
3223,DESC,O que é um transplante de medula óssea ?,def
3224,DESC,Qual é a diferença entre uma guitarra e clássica uma acústica ?,desc
3225,LOC,Que capital africana tem o seu nome por causa de um presidente dos E.U.A. ?,city
3226,ENTY,Qual é o nome de uma língua falada pelos Sioux ?,lang
3227,LOC,Em que ilha mediterrânica foi fundado o primeiro Club Med ?,other
3228,ENTY,O que falta a um sorriso edêntulo ?,other
3229,ENTY,Como se chama a fobia dos ciúmes ?,dismed
3230,LOC,Onde posso encontrar uma vénus papa-moscas ?,other
3231,ENTY,Qual é a maior escultura do mundo ?,cremat
3232,NUM,Quando nasceu John D. Rockefeller ?,date
3233,LOC,Que edifício construido em 18. têm 327. milhas de prateleiras com livros ?,other
3234,DESC,O que é home banking ?,def
3235,ENTY,Que romance de William Makepeace foi adaptado ao cinema por Stanley Kubrick ?,cremat
3236,HUM,Quem foi o advogado de Randy Steven Craft ?,ind
3237,DESC,Como é que o caranguejo eremita se reproduz ?,manner
3238,HUM,Quem se reputa ser o maior fabricante de violinos ?,ind
3239,DESC,Como se pode pôr um fim ao junk snail mail ?,manner
3240,HUM,Que futuro ditador soviético estava a estudar para ser padre quando se entusiasmou pelo Marxismo ?,ind
3241,NUM,James Bond gosta dos seus ovos cozidos durante quanto tempo ?,period
3242,LOC,Que cidade dos E.U.A. ostenta na sua linha do horizonte o Gateway Arch ?,city
3243,LOC,Onde se localiza Belize ?,other
3244,ENTY,Qual é o nome mais comum para uma árvore anã japonesa ?,termeq
3245,ENTY,O que é que Thomas Paine escreveu ?,cremat
3246,HUM,Quem processou a empresa de iogurtes Dannon por usar na sua promoção uma personagem chamada Ron Raider ?,ind
3247,HUM,Quem foi o primeiro jockey a montar dois vencedores da Triple Crown ?,ind
3248,ENTY,Que livro de Lewis Carroll apresentou ao mundo Humpty Dumpty ?,cremat
3249,HUM,Quem escreveu O Maravilhoso Mundo Novo ?,ind
3250,LOC,Que estado é que Charles Robb representa ?,state
3251,DESC,O que é a hidroelectricidade ?,def
3252,NUM,Quantas pessoas são mais altas que 7. pés ?,count
3253,HUM,Quem escreveu Unsafe at Any Speed ?,ind
3254,NUM,Quantas ilhas constituem Antigua ?,count
3255,DESC,Como funciona um ábaco ?,manner
3256,DESC,O que causa a ferrugem ?,reason
3257,ENTY,Como se chama a fobia ao computador ?,dismed
3258,ENTY,Como se chama a popular técnica usada para detectar defeitos de nascença ?,techmeth
3259,LOC,"Em que estado dos E.U.A. se encontra a Montanha Stone, a maior massa de granito exposto do mundo ?",state
3260,HUM,Que comandante britânico se rendeu a George Washington em Yorktown em 1781 ?,ind
3261,DESC,"Qual é, segundo o instituto Kinsey, a preferência sexual de quatro porcento dos americanos do sexo masculino ?",desc
3262,HUM,"Quem criou a World Wide Web, WWW ?",ind
3263,ENTY,Como se chama a práctica de fazer um buraco no crânio para alcançar uma consciência mais elevada ?,techmeth
3264,HUM,Como se chama o presidente de Garmat E.U.A. ?,ind
3265,ENTY,"Como se chamava o programa de televisão, com Karl Madsen, que tinha São Francisco no título ?",cremat
3266,HUM,Quem eram os líderes do império Bizântino ?,ind
3267,HUM,Quem foi o primeiro Presidente a nomear uma mulher para chefe de gabinete ?,ind
3268,DESC,O que é o splatterpunk ?,def
3269,DESC,Qual é a origem de xoxoxox ?,desc
3270,HUM,Quem construiu a primeira pirâmide ?,gr
3271,LOC,Em que país da Ásia do Sul o rio Wang se junta com o rio Ping em Tak ?,country
3272,LOC,"Em que cidade italiana de 155. Leonardo da Vinci, Miguel Ângelo e Machiavelli trabalhavam ?",city
3273,ENTY,De que cor são as bolas de ténis usadas em Wimbledon ?,color
3274,ENTY,Como se chama um objecto com 2. lados ?,termeq
3275,HUM,Diga o nome de um partido fascista francês.,gr
3276,ENTY,Diga o nome do período histórico francês durante o qual reinou Napoleão III.,event
3277,ENTY,Que filme fez mais dinheiro ?,cremat
3278,DESC,O que é o tempo ?,def
3279,NUM,Quantos estados têm lotaria ?,count
3280,LOC,"Qual é o nome da maior cidade do Chile, América do Sul ?",city
3281,ENTY,Se se for apanhado num haboob está-se no meio de quê ?,other
3282,NUM,Qual é a proporção de crianças de idades entre dois e onze que assiste a “The Simpsons” ?,perc
3283,NUM,Quantas cidades existem em Utah ?,count
3284,HUM,Que empresa de carne saiu do negócio porque se descobriu que andavam a comprar ilegalmente carne de canguro ?,gr
3285,NUM,Quantos visitantes recebe por ano o Vaticano ?,count
3286,NUM,Qual é a população do México ?,other
3287,DESC,Como se tira nódoas de silly putty de tecidos ?,manner
3288,LOC,Qual é o melhor site pata jogos online ?,other
3289,DESC,Porque é que a palvra “abreviação” é tão longa ?,reason
3290,NUM,Em que século surgiu o período Romântico na arte ?,date
3291,NUM,Quantos espaços vêm a seguir ao ponto no final de uma frase ?,count
3292,DESC,O que é um bolo de sabão ?,def
3293,NUM,Em que ano foi erguido o Muro de Berlim ?,date
3294,NUM,Qual é o peso de uma colher de chá de matéria num buraco negro ?,weight
3295,NUM,Qual é aproximadamente o peso de uma colher de chá de matéria num buraco negro ?,weight
3296,ABBR,O que significa MSG ?,exp
3297,LOC,Em que avenida se localiza a originária loja por departamentos Saks ?,other
3298,LOC,Onde se passa a canção Anything Goes ?,other
3299,LOC,Onde se encontrava o primeiro zoo dos E.U.A. ?,other
3300,NUM,Qual é a distância de Yaroslavl a Moscovo ?,dist
3301,ENTY,Qual é a pedra que corresponde a Abril ?,other
3302,HUM,Qual é o nome do actual Papa ?,ind
3303,HUM,Quem o nebbish que é a mascote oficial da Marvel ?,ind
3304,ENTY,Que bebida em pó para misturar foi ao espaço ?,food
3305,ENTY,O que é que o imperador chinês ofereceu ao soldado inglês Gordon em reconhecimento dos seus serviços no controlo dos rebeldes ?,other
3306,ENTY,Como se chama uma das línguas que os Sioux falam ?,lang
3307,NUM,Quantos bytes existem num terabyte ?,count
3308,HUM,Quem cantou a canção “Hooked on a Feeling” no episódio dancing baby de “Ally Mcbeal” ?,ind
3309,ENTY,De que maneiras é que Ivan IV apoiou a expansão russa ?,techmeth
3310,NUM,Aproximadamente quanto pesa uma colher de chá de matéria num buraco negro ?,weight
3311,LOC,De que país a bandeira é verde relva ?,country
3312,ENTY,Que desporto é famoso pelos hooligans ?,sport
3313,HUM,"Quem foi o chefe da Columbia Pictures que falsificou a assinatura do actor Cliff Robertson num cheque de $1,000 ?",ind
3314,HUM,Quem foi Dâmocles ?,desc
3315,ENTY,Que desporto foi o primeiro a ser televisionado nos E.U.A. ?,sport
3316,HUM,Diga o nome do avô adoptivo de Dondi ?,ind
3317,NUM,Quando foi o Congresso de Viena ?,date
3318,DESC,Qual é a letra de “Smelly Cat” ?,desc
3319,NUM,Quanto ácido fólico deve uma mulher grávida ingerir por dia ?,count
3320,NUM,Em que ano foi manufacturado o primeiro automóvel ?,date
3321,NUM,Com quantas colónias a Alemanha pode ficar depois da Primeira Guerra Mundial ?,count
3322,NUM,Quantos estados têm a “lemon law” para os novos automóveis ?,count
3323,HUM,De quem é a biografia de Maurice Zolotow intitulada Shooting Star ?,ind
3324,ENTY,Que concertos vão acontecer esta semana em Nova Iorque ?,event
3325,HUM,No filme Groundshog Day como se chama a personagem interpretada por Andy MacDowell ?,ind
3326,DESC,Quais são os requisitos para uma pessoa se tornar cidadã da Austrália ?,desc
3327,NUM,Que idade tem Benny Carter ?,period
3328,HUM,Qual é o top dez das equipas das NFL mais rentáveis ?,gr
3329,ENTY,O que eram “hairy bank notes” na indústria das peles ?,other
3330,LOC,Onde posso encontrar coisas para ler sobre Chiang Kai-shek ?,other
3331,DESC,O que é idealab! ?,def
3332,LOC,Que país faz fronteira com mais países ?,country
3333,ABBR,O que significa o E na equação E=mc2 ?,exp
3334,LOC,"Que rio passa pelo Colorado, Kansas e Oklahoma ?",other
3335,ENTY,Que avião foi sequestrado por Fawaz Younis ?,veh
3336,DESC,O que é Win Rah ?,def
3337,DESC,Porque é que a lua tem diferentes tamanhos e cores ?,reason
3338,HUM,"Que faculdade serve Hanover, New Hampshire ?",gr
3339,ABBR,O que significa VCR ?,exp
3340,DESC,Quão próximos eram os primos Franklin D. e Theodoro Roosevelt ?,manner
3341,ENTY,Diga o nome de um romance escrito por John Steinbeck.,cremat
3342,HUM,Quem foi o primeiro cidadão americano a ganhar a Albert Medal of the Society of Arts ?,ind
3343,HUM,Que médico é sinónimo de calçado e cuidados para os pés ?,ind
3344,DESC,Como é que os barcos flutuam ?,manner
3345,NUM,"Qual é o tamanho dos sapatos de O 'Neal, Jordan e Mutombo, os jogadores da NBA ?",other
3346,HUM,Quem fundou a Igreja da Unificação ?,ind
3347,NUM,Quantos zeros têm um trilião ?,count
3348,ENTY,"Qual é o nome da reunião na Crimeia entre Roosevelt, Churchill e Stalin ?",event
3349,HUM,Como se chamam os únicos jogadores que têm o direito de marcar pontos em Roller Derby ?,title
3350,NUM,Quais são as estatísticas de condutores bêbados em Maryland ?,other
3351,HUM,Que malfadado general americano arrastou um bull terrier chamado Willie para o meio da Segunda Guerra Mundial ?,ind
3352,NUM,Qual é a pontuação de um jogo de basebol forfeit ?,other
3353,LOC,De onde vem a tuberculose ?,other
3354,HUM,Quem é que inventou a máquina de cortar relva ?,ind
3355,LOC,Onde posso encontrar letras de R&B ?,other
3356,ENTY,Qual é o nome do cão do David Letterman ?,animal
3357,HUM,"Que senador dos E.U.A. jogou, em tempos, basquetebol nos New York Knicks ?",ind
3358,ENTY,Quais são os títulos de alguns jogos da R-Rated Sony Playstation ?,sport
3359,ENTY,Que carta de jogo simboliza a morte ?,symbol
3360,DESC,O que é uma lenda urbana ?,def
3361,HUM,Qual é o último nome de  Li'l Abner ?,ind
3362,NUM,Quantos sinos da liberdade existiram ?,count
3363,LOC,Que dois países estão separados pelo estreito de Bering ?,country
3364,DESC,O que é Smartnet ?,def
3365,ENTY,Qual é um sinónimo de aspartame ?,termeq
3366,LOC,Que nacionalidade tem Jackson Pollock ?,country
3367,DESC,"O que são ermicilli, rigati, zitoni e tubetti ?",def
3368,ENTY,"Diga o nome do produto que está “at your grocer 's , at your fingertips”.",product
3369,HUM,"Que arquitecto concebeu a casa de vidro, desenhou o Chicago Federal Center, seguiu uma filosofia de “menos é mais” e fez os planos precursores da casa do rancho da Califórnia ?",ind
3370,NUM,Quantos russos aterraram na lua ?,count
3371,ENTY,O que maravilhou primeiramente as pupilas gostativas – Snikers ou 3. Musketeers ?,food
3372,ENTY,De que animal vêm as asas de búfalo ?,animal
3373,DESC,Qual é o propósito da tecla SyRq no meu computador ?,reason
3374,NUM,Quando foi Franklin D. Roosevelt atingido por poliomielite ?,date
3375,DESC,Como se pode descobrir o que é permitido declarar como contribuição para efeitos de imposto sobre os rendimentos ?,manner
3376,DESC,Como posso construir um carro solar para um experiência no liceu ?,manner
3377,LOC,Onde na internet posso encontrar importadores de produtos químicos ?,other
3378,LOC,Qual foi o primeiro país a enviar uma segunda mulher para o espaço ?,country
3379,ENTY,Qual foi o disco 24. da John Gabel Entertainer que foi o primeiro exemplo em 1960 ?,other
3380,DESC,O que é o sistema feudal ?,def
3381,HUM,Que dividiu um apartamento na cidade de Nova Iorque com Roger Maris no ano em que ele fez 61. home runs ?,ind
3382,ENTY,Qual é o termo geográfico para designar a orla submersa de um continente ?,termeq
3383,LOC,"Que prisão se encontra em Ossining, Nova Iorque ?",other
3384,LOC,Que país declarou um quinto do seu território fora de limites aos russos ?,country
3385,DESC,Qual é a principal aplicação do hidrossulfito de sódio ?,desc
3386,ENTY,Diga o nome da história de Chris Van Allsburg na qual um rapaz tenta tornar-se um grande marinheiro ?,cremat
3387,ENTY,Quais são os componentes do poliéster ?,other
3388,ENTY,Que produto tem um sapo que diz “dig 'em” ?,product
3389,HUM,Quem é o director dos assuntos intergovernamentais no condado de San Diego ?,ind
3390,HUM,Que pitcher do Corredor da Fama começou três jogos da World Series para os New York Yankees em 1962 ?,ind
3391,LOC,Qual é o maior rio dos Estados Unidos ?,other
3392,ABBR,O que significa a sigla ESPN do canal ?,exp
3393,LOC,Que rio se encontra próximo do Castelo de Windsor ?,other
3394,ENTY,Qual é a melhor marca de computadores de portáteis ?,product
3395,LOC,"Onde se encontra Natchitoches, Louisiana ?",other
3396,DESC,O que é que uma letra angulosa significa para um analista de escrita ?,def
3397,HUM,De que partido político faz parte o Sinn Fein ?,gr
3398,ENTY,Como se chamava o programa de Franklin Roosevelt para a recuperação económica durante a Grande Depressão ?,event
3399,HUM,Qual seria o nome de um deus grego ?,ind
3400,LOC,Qual é a capital de Taiwan ?,city
3401,ENTY,O que é que o inglês John Hawkins começou a vender ao colonialistas do Novo Mundo em 1562 ?,other
3402,NUM,Qual é o salário base de um advogado no início de carreira ?,money
3403,HUM,Qual é o nome do homem que foi morto no duelo com Aaron Burr ?,ind
3404,ENTY,O que é que Louis Cartier inventou para o aviador Santos Dumont em 1940 ?,other
3405,NUM,Qual vai ser a taxa do gás na Califórnia no ano 2000 ?,money
3406,LOC,Que cidade é servida pelo aeroporto de Tempelhol ?,city
3407,HUM,Quem dirigiu o primeiro desenho animado Woody Woodpecker ?,ind
3408,ABBR,CNN é um acrónimo de quê ?,exp
3409,DESC,Qual é a origem do nome Igor ?,desc
3410,ENTY,Qual foi a primeira ópera de Gilbert e Sullivan ?,cremat
3411,HUM,"Quais são as duas figuras históricas, que combateram uma contra a outra numa famosa batalha e que têm uma comida com os seus nomes ?",ind
3412,LOC,Onde nos Estados Unidos é que as pessoas vivem mais ?,other
3413,LOC,"Que condado teve mais suicídios em 1998, independentemente do tamanho da população ?",country
3414,NUM,Qual é o preço dos medicamentos para a tuberculose ?,money
3415,NUM,Qual foi o primeiro salário mínimo ?,money
3416,DESC,Qual é a diferença entre um college e uma universidade ?,desc
3417,ENTY,A que substância Joseph Priestley deu um nome que indica as suas capacidades de apagar as marcas de lápis ?,substance
3418,DESC,Quais são os limites da “auto-defesa” ?,desc
3419,DESC,Como posse licenciar um produto pela NBA ?,manner
3420,ENTY,Que fast-food é preparada com “uma mistura secreta de 11. ervas e especiarias” ?,food
3421,DESC,Que efeito tem um prisma na luz ?,desc
3422,NUM,Quantas pessoas viviam em Nebraska em meados de 1900 ?,count
3423,DESC,O que é software pirata ?,def
3424,NUM,Em que ano saiu o primeiro album de Janet Jackson ?,date
3425,DESC,Como se calcula a variação de entalpia de uma reacção química ?,manner
3426,HUM,Qual o nome da heroína de “Scruples” ?,ind
3427,NUM,Em quantos filmes entrou Drew Barrymore ?,count
3428,HUM,Que personagem de TV gerou um cavalo chamado Thunder ?,ind
3429,DESC,Quais são alguns dos direitos das crianças ?,desc
3430,LOC,Como se chama o planeta em que vivem os Ewoks ?,other
3431,HUM,Que jogador de basebol era conhecido como Charley Hustle ?,ind
3432,HUM,Quem matou Lee Harvey Oswald ?,ind
3433,ENTY,Qual é o símbolo do signo do zodíaco Gémeos ?,symbol
3434,HUM,Quem era Red Grange ?,desc
3435,HUM,Em que equipa de hóquei jogava Wayne Gretzky ?,gr
3436,ENTY,Que série de julgamentos se seguiram à Segunda Guerra Mundial ?,event
3437,HUM,Que escola da Ivy League joga os seus jogos em casa em no Palmer Stadium ?,gr
3438,HUM,Quem inventou o fax ?,ind
3439,NUM,Quão largo é o Oceano Atlântico ?,dist
3440,DESC,Como é purificado o elemento estrôncio ?,manner
3441,ENTY,Como se chamava o oitavo dia que se seguia aos Nonos de cada mês do calendário Romano ?,termeq
3442,HUM,Quem escreveu o poema que começa: “I love your lips when they 're wet with wine and red with a warm desire” ?,ind
3443,HUM,De que cantor é o tema musical the Moon Comes over the Mountain ?,ind
3444,DESC,Como é que Peabody e Sherman viajam no tempo ?,manner
3445,HUM,Quem era Santos-Dumont ?,desc
3446,NUM,Quantos metros tem uma milha ?,count
3447,ENTY,Como se chama a fobia ao dinheiro ?,dismed
3448,NUM,Mais ou menos quantos soldados morreram na Segunda Guerra Mundial ?,count
3449,HUM,Quem é o amigo perdido de Rocky e Bullwinkle ?,ind
3450,HUM,Quem é Robbin Williams ?,desc
3451,HUM,Quem pensava que nunca veria um poema tão bonito como uma árvore ?,ind
3452,HUM,Quem criou “Os Marretas” ?,ind
3453,DESC,Como se fazem dumplings ?,manner
3454,LOC,"Que corpo celeste tem um diâmetro de 864,000. milhas ?",other
3455,ENTY,O sistema operativo que também corre com máquinas compatíveis da IBM como se chama ?,termeq
3456,HUM,Qual foi o departamento de polícia do condado de Ventura que apreendeu a maior quantidade de cocaína de sempre do condado ?,gr
3457,ENTY,Como se chama o cão da Family Circus ?,animal
3458,ENTY,O que é que Martinho Lutero pregou na porta da igreja em Wittenberg ?,other
3459,DESC,Qual é o significado do nome Kathryn ?,def
3460,HUM,Diga o nome de um dos mais importantes deuses do Hinduísmo.,ind
3461,LOC,Com que país a Dinamarca faz fronteira a Sul ?,country
3462,DESC,O que se deve fazer a um entorse de tornozelo ?,desc
3463,ENTY,"O caiu 1,313. pés em 1980 ?",other
3464,ENTY,Qual é o nome da vacina contra a varicela ?,dismed
3465,HUM,Quais foram os dois bioquímicos dos E.U.A. Que ganharam o Prémio Nobel para a medicina em 1992 ?,ind
3466,HUM,Que companhia discográfica era formada por Herb Alpert e Jerry Moss ?,gr
3467,LOC,Onde se encontram as respostas para todas estas perguntas ?,other
3468,DESC,O que é o equilíbrio termodinâmico ?,def
3469,ENTY,"Qual é o termo para designar um comportamento, aparência ou expressão que viola os padrões  aceitos da moralidade sexual ?",termeq
3470,HUM,Que inicias de um magnata do fast-food enfeitavam a manga esquerda do uniforme da equipa de basebol San Diego Padres em 1984 ?,gr
