,class,question,sub_class
2649,ABBR,What is the abbreviation of the National Bureau of Investigation ?,abb
2650,LOC,What is the principal river of Ireland ?,other
2651,LOC,What lake is the source of the White Nile ?,other
2652,ENTY,Garry Kasparov plays what game ?,sport
2653,NUM,How much does a poodle weigh ?,weight
2654,DESC,What is Zionism ?,def
2655,HUM,What cable network bills itself as `` the family entertainer '' ?,gr
2656,NUM,How many points are there on a Backgammon board ?,count
2657,DESC,What have you not let a tennis ball do if you volley ?,desc
2658,ENTY,Which comic book was not spawned directly from the pulp magazines ?,cremat
2659,ENTY,"What product is for kids , and not for silly rabbits ?",product
2660,DESC,What else has the swastika stood for ?,def
2661,DESC,"Why do people get goosebumps when they have something emotional happen to them , like when they hear a beautiful piece of music , or see something beautiful , or get aroused by someone they love ?",reason
2662,NUM,How many frames does a disk camera shoot ?,count
2663,ENTY,What are the 7 Wonders of the World ?,other
2664,NUM,When did Theo Rousseau paint the `` Forest of Fontaine '' ?,date
2665,NUM,How many people have been Captain America ?,count
2666,DESC,What is meant by the term `` yield to maturity '' in reference to bonds ?,def
2667,ENTY,"What became the biggest cash crop in the U.S. in 1983 , surpassing corn ?",food
2668,DESC,How did the war of 1812 affect Delaware ?,manner
2669,ENTY,Where is the human skin least sensitive ?,body
2670,HUM,"What President was meant for , but never placed in , the empty crypt beneath the capital 's rotunda ?",ind
2671,ENTY,What is the biggest `` thing '' humans have made ?,other
2672,LOC,What are all the rivers in Europe ?,other
2673,HUM,Who won the Superbowl in ?,ind
2674,ENTY,What five cards make up a perfect Cribbage hand ?,other
2675,NUM,In what year was Gandhi assassinated ?,date
2676,NUM,What is the time it takes a typist to type a screenplay that is 100 pages long ?,period
2677,ENTY,What is the full classification of a lady bug ?,animal
2678,HUM,What Hungarian cardinal was first a state prisoner and then a refugee in the U.S. embassy 1956-1971 ?,ind
2679,NUM,How many pairs of wings does a tsetse fly have ?,count
2680,ENTY,What was the name of the peace agreement imposed on Germany after World War I ?,other
2681,LOC,What 's the fifth-largest country in the world ?,country
2682,DESC,How do you box train a cat ?,manner
2683,DESC,How was Teddy Roosevelt related to FDR ?,manner
2684,ENTY,What newspaper serves Salt Lake City ?,cremat
2685,NUM,The film `` Jaws '' was made in what year ?,date
2686,DESC,How does lightning travel ?,manner
2687,ENTY,What spice do chefs pay the most for ?,food
2688,HUM,Who directed Citizen Kane ?,ind
2689,DESC,What is troilism ?,def
2690,ENTY,What was the sister ship of the Olympic ?,veh
2691,HUM,What is the nickname of the famous flyer who mistakenly flew to Ireland instead of to Los Angeles ?,ind
2692,ABBR,What is HTML ?,exp
2693,DESC,How do you identify prime numbers ?,manner
2694,HUM,"Whose special bear 's creator was born on January 18 , 1779 ?",ind
2695,HUM,What high school does Archie attend ?,gr
2696,ENTY,What animal migrates the farthest ?,animal
2697,ENTY,What film was based on the play Everybody Comes to Rick 's ?,cremat
2698,DESC,Why do we call someone `` honey '' ?,reason
2699,ENTY,Madonna hocks which soft drink ?,food
2700,HUM,What television network flogged its sports programming on Inga Nielsen 's body in 197 ?,gr
2701,LOC,In what country is Lund ?,country
2702,ENTY,What 's the sequel to Alice 's Adventures in Wonderland ?,cremat
2703,LOC,What is the capital of Seattle ?,city
2704,HUM,What Italian leader had a lifelong fear of the evil eye ?,ind
2705,LOC,What city in Florida is Sea World in ?,city
2706,HUM,Who said : `` What contemptible scoundrel stole the cork from my lunch ? '',ind
2707,DESC,What 's a water funnel ?,def
2708,ENTY,What is a fear of worms ?,dismed
2709,DESC,What is a Chinese `` spouting '' bowl ?,def
2710,DESC,What does an emperor do ?,desc
2711,HUM,What president kissed the Queen Mother on the lips ?,ind
2712,LOC,Where does the tennis star Stefan Edberg come from ?,other
2713,LOC,What continent pushes up the Executive Committee mountain range ?,other
2714,DESC,How do they raise the cranes when building high-rise buildings ?,manner
2715,DESC,"What was Al Capone finally imprisoned for , in 1931 ?",reason
2716,ENTY,What food can I use to catch a possum ?,food
2717,HUM,What was Al Capone 's nickname ?,ind
2718,HUM,Who was the author of the famous fairy tale `` Snow White and Seven Dwarfs '' ?,ind
2719,LOC,What is the largest city in Germany ?,city
2720,ENTY,What is a fear of cholera ?,dismed
2721,LOC,What park contains Firehole River and Fairy Falls ?,other
2722,LOC,What 's the largest island in the West Indies ?,other
2723,LOC,What New England state carries the telephone area code 27 ?,state
2724,ENTY,What is an example of a natural acid-base indicator ?,other
2725,LOC,In what county is Eckley Colorado ?,other
2726,DESC,How do I find info about rice importers in the world ?,manner
2727,NUM,"How much does it cost to have a tree planted by dialing , 900 , 740-TREE ?",money
2728,DESC,What is the song Stairway to Heaven by Led Zeppelin about ?,desc
2729,DESC,How does hair curl ?,manner
2730,ENTY,What are pushed and coupled in hump yards ?,other
2731,NUM,How long do hermit crabs live ?,period
2732,LOC,What city hosted the first Winter Olympics in Asia ?,city
2733,DESC,What is the origin of the first name ` Breony ' ?,desc
2734,NUM,What month were you born in if your birthstone is sardonyx ?,date
2735,HUM,Who is behind the name of the Harvey Wallbanger drink ?,ind
2736,DESC,What is the origin of `` Beauty is in the eye of the beholder '' ?,desc
2737,ENTY,"What soft drink not only has its own video game , but was featured in its own Marvel comic book ?",food
2738,ENTY,What oldtime kids ' fare did TV Guide writer Jeff Greenfield call `` one of the most...subversive TV shows in American history '' ?,cremat
2739,ENTY,Madonna advertises for what soft drink ?,food
2740,ABBR,What does A&W of root beer fame stand for ?,exp
2741,ENTY,What tennis term is said to come from the French word for egg ?,termeq
2742,ENTY,What does a collier mine ?,other
2743,NUM,How much money can a person be fined for having a dog on a beach ?,money
2744,LOC,"What desert country borders Saudi Arabia , Iraq and the Persian Gulf ?",country
2745,ENTY,What are the ages in comic book lingo ?,event
2746,ENTY,What kinds of animals are in Cambodia ?,animal
2747,HUM,What South African producer had a 1988 profit of $836 million ?,gr
2748,HUM,What American actress was the first to be called a `` vamp '' ?,ind
2749,DESC,What do the 12 days of Christmas mean ?,def
2750,ENTY,"What John Steinbeck novel portrays the Joad family , driven from the Oklahoma dustbowl ?",cremat
2751,NUM,What date did man first land on the moon ?,date
2752,LOC,Where are the headquarters of Eli Lilly ?,other
2753,NUM,How many web servers are there ?,count
2754,DESC,What 's the last line of Dickens 's A Christmas Carol ?,desc
2755,NUM,How many trees go into paper making in a year ?,count
2756,LOC,Where can I find info on research being done on oilseeds thru genetics ?,other
2757,DESC,How come light bulbs go out ?,reason
2758,DESC,For what reason did the Shea & Gould law firm close their L.A. office ?,reason
2759,NUM,How far out is the universe ?,dist
2760,DESC,What is the difference between a bottle and a jar ?,desc
2761,ENTY,What disease is the second-biggest killer of North Americans ?,dismed
2762,LOC,Where did the Mayan Indians live ?,other
2763,LOC,Where was Poe born ?,other
2764,DESC,What happens to the female body with lack of sleep and food ?,desc
2765,ENTY,What is a fear of crystals or glass ?,dismed
2766,ENTY,Name a product that controls the ripening of apples .,product
2767,NUM,How many warmup pitches does a reliever get coming into a baseball game ?,count
2768,LOC,Where did Dylan Thomas die ?,other
2769,ENTY,What common livestock have the greatest variety of breeds ?,animal
2770,ENTY,What film had Bette Davis creating a scandal by wearing a daring red gown to a society ball ?,cremat
2771,ENTY,What disease did August von Wassermann develop a specific test for in 196 ?,dismed
2772,HUM,What card company sells Christmas ornaments ?,gr
2773,DESC,How do I find out what cities are in a certain area code ?,manner
2774,ENTY,What can communications satellites offer yachts ?,other
2775,NUM,How many Fig Newtons are there to the pound ?,count
2776,HUM,Who is the premier of China ?,ind
2777,HUM,What cigar-chewing comedian observed : `` You 're only as old as the woman you feel '' ?,ind
2778,NUM,How many bones are there in the human hand ?,count
2779,HUM,What bread company used to feature stickers of the Cisco Kid on the ends of their packages ?,gr
2780,HUM,Who was the president of Vichy France ?,ind
2781,HUM,Whose kidnaping was termed The Crime of the Century ?,ind
2782,DESC,What is hydrogen ?,def
2783,HUM,What group asked the musical question Do You Believe in Magic ?,gr
2784,LOC,What was the tallest building in America in 1922 ?,other
2785,HUM,What buxom blonde appeared on the cover of more than 5 magazines ?,ind
2786,DESC,What is recruitment interview technique ?,def
2787,DESC,How does a hurricane form ?,manner
2788,DESC,What does the donation process entail ?,def
2789,NUM,How far is it from Phoenix to Blythe ?,dist
2790,LOC,What New Hampshire hamlet rises early to vote first in U.S. presidential elections ?,city
2791,NUM,How many people watch network television ?,count
2792,ENTY,"What garment was named for Bradley , Voorhees and Day ?",product
2793,HUM,Who first broke the sound barrier ?,ind
2794,DESC,How do birds have sex ?,manner
2795,NUM,How many horses are there on a polo team ?,count
2796,ENTY,What 's destroyed in Genesis 19 : 24 ?,other
2797,ENTY,What new year is celebrated on February 16th ?,event
2798,DESC,What is Occam 's Razor ?,def
2799,LOC,Where do the Grimace and Mayor McCheese live ?,other
2800,NUM,How long does it take to hike the entire Appalachian Trail ?,period
2801,HUM,What role do fruits play in the survival of plants ?,ind
2802,LOC,Where is the world championship sled dog race held each February ?,other
2803,DESC,What are the medical purposes of `` clitoridectomy '' ?,reason
2804,DESC,How is thalassemia defined ?,def
2805,ENTY,What 's the name of the Tampa newspaper ?,cremat
2806,DESC,What is a storm surge ?,def
2807,DESC,How do you use `` farther '' as opposed to `` further '' ?,manner
2808,ENTY,What was the alternate to VHS ?,other
2809,ENTY,What is one of the languages of the Sioux ?,lang
2810,HUM,What Pulitzer Prize-winning novelist ran for mayor of New York City ?,ind
2811,NUM,How many times can a nickel-cadmium rechargeable battery be recharged ?,count
2812,DESC,How is cologne made ?,manner
2813,ENTY,What was the food of the Greek gods called ?,food
2814,DESC,What does camera-ready art mean ?,def
2815,NUM,How many seats does the Batmobile sport ?,count
2816,NUM,How many cards are dealt to each player in Gin Rummy ?,count
2817,DESC,What happened to Phillip Taylor Kramer ?,desc
2818,ENTY,What Erica Jong novel deals with Isadora Wing 's fear ?,cremat
2819,NUM,What time of year do most people fly ?,date
2820,HUM,Who was Scrooge 's dead partner in Dickens 's A Christmas Carol ?,ind
2821,DESC,What is the origin of the Christmas tree ?,desc
2822,NUM,When is the Thai New Year ?,date
2823,ENTY,What four tournaments make up tennis ' Grand Slam ?,sport
2824,ENTY,What 1964 film introduced the song My Kind of Town ?,cremat
2825,HUM,Who recorded the 1957 hit Tammy ?,ind
2826,ENTY,What is the term for the side of the mountain that faces the prevailing winds ?,termeq
2827,ENTY,"In Kafka 's Metamorphosis , the hero awakes one morning to find himself turned into what ?",other
2828,ENTY,What does caliente translate to in English ?,termeq
2829,HUM,Who is Mia Farrow 's mother ?,ind
2830,DESC,How do you determine if a computer monitor has an SVGA adapter ?,manner
2831,NUM,How far can a human eye see ?,dist
2832,NUM,What time of year has the most air travel ?,date
2833,DESC,What does the term `` spaghetti western '' mean ?,def
2834,NUM,When was the G7 group of nations formed ?,date
2835,DESC,What are differences between 1980 and 1990 ?,desc
2836,HUM,What baseball player was walked the most times ?,ind
2837,HUM,What famous male vocalist has the same name as the composer of the opera Hansel and Gretel ?,ind
2838,ENTY,What were the first frozen foods ?,food
2839,DESC,Why is Indiglo called Indiglo ?,reason
2840,ENTY,What is the word for love of pain or abuse ?,word
2841,NUM,When did they canonize the Bible ?,date
2842,HUM,Who was the only president to serve two nonconsecutive terms ?,ind
2843,NUM,What percentage of all world tornados touch down in the US ?,perc
2844,HUM,What labor leader was last seen in the parking lot of a Michigan restaurant ?,ind
2845,NUM,When did the Carolingian period begin ?,date
2846,DESC,What motto ended Merrie Melodies cartoons ?,desc
2847,HUM,Who reports the weather on the `` Good Morning America '' television show ?,ind
2848,NUM,How many emperors were there in the Roman Empire ?,count
2849,HUM,What was the name of `` The Muppets '' creator ?,ind
2850,DESC,What is Cabarnet Sauvignon ?,def
2851,DESC,What is a virtual IP address ?,def
2852,ENTY,What 's the name of the tiger that advertises for Frosted Flakes cereal ?,animal
2853,HUM,"Who sent the brief message `` I came , I saw , I conquered '' ?",ind
2854,ENTY,What color is Mr. Spock 's blood ?,color
2855,HUM,What U.S. Air Force general led the first bombing raid over Tokyo ?,ind
2856,HUM,What U.S. vice-president said : `` Some newspapers dispose of their garbage by printing it '' ?,ind
2857,HUM,"What was the name of the first Watergate special prosecutor , later fired by Nixon ?",ind
2858,DESC,How do movie blues screens work ?,manner
2859,DESC,How does the speed the magnet spins in a generator affect the output of the generator ?,manner
2860,HUM,What 's the supreme policy-making bureau of the Soviet Communist Party ?,gr
2861,DESC,What was the Vietnam War ?,def
2862,DESC,What is La Nina ?,def
2863,DESC,Why did the Globe Theatre burn down ?,reason
2864,NUM,On what day were John F and Jackie Kennedy married ?,date
2865,ENTY,"What was the non-fiction best-seller of 1952 , 1953 and 1954 ?",cremat
2866,DESC,What is meant by blood SED rate ?,def
2867,HUM,Who are the nomadic hunting and gathering tribe of the Kalahari Desert in Africa ?,gr
2868,HUM,Who won a Pulitzer Prize for his novel The Caine Mutiny ?,ind
2869,ENTY,What 's the best way to lose the flab under your chin and around your face ?,techmeth
2870,LOC,Where is your corpus callosum ?,other
2871,ENTY,"What Broadway musical featured the song , `` If I were a rich man ? ''",cremat
2872,HUM,Who portrayed Sherlock Holmes in 14 films between 1939 and 1946 ?,ind
2873,DESC,Why is the development of space so important ?,reason
2874,DESC,What is the nursery rhyme Rock-a-by Baby about ?,desc
2875,LOC,"When Superman needs to get away from it all , where does he go ?",other
2876,NUM,How old is singer Freedy Johnston ?,period
2877,DESC,What is the origin of gametophytic tissue ?,desc
2878,DESC,What does Aaron mean ?,def
2879,ENTY,What is a fear of hair ?,dismed
2880,HUM,What is the name of the pop singer whose song became the theme song for a brand of catsup ?,ind
2881,DESC,What is a conifer ?,def
2882,HUM,Who claimed to be the world 's most perfectly-developed man ?,ind
2883,DESC,What is different about the red and black fox ?,desc
2884,DESC,What is e-commerce ?,def
2885,DESC,How do I tie a tie ?,manner
2886,LOC,Where can I get cotton textiles importer details ?,other
2887,NUM,When did Spain and Korea start ambassadorial relations ?,date
2888,HUM,What kind of people took part in Shays ' Rebellion in Massachusetts in 1787 ?,gr
2889,DESC,What is chromatology ?,def
2890,NUM,How many grooves are on a dime 's edge ?,count
2891,DESC,How was the ACLU formed ?,manner
2892,ENTY,What are the most albums sold by one artist or band ?,cremat
2893,ENTY,The second most popular sport worldwide is what ?,sport
2894,ENTY,What do goldfish lose if kept in dimly-lit or running water ?,other
2895,LOC,What canal does the Thatcher Ferry Bridge span ?,other
2896,HUM,What American won the world Grand Prix driving championship in 1978 ?,ind
2897,NUM,What are the chances of pregnacy if the penis does not penetrate the vagina ?,perc
2898,ENTY,What 's the highest hand in straight poker ?,other
2899,LOC,Where can I find a lesson plan for teaching the metric system conversion to American standard ?,other
2900,ENTY,What is the name of Kevin Costner 's movie about Sioux Indians ?,cremat
2901,DESC,"What are Kythnos , Siphnos , Seriphos and Mykonos ?",def
2902,HUM,Name a female figure skater .,ind
2903,DESC,Why are there no white lines on pro footballs ?,reason
2904,NUM,How long would it take for a $ savings bond to mature ?,period
2905,DESC,How is Abigail Arcane related to the villainous opponent of the Swamp Thing ?,manner
2906,ENTY,What did the Congress of Vienna establish ?,other
2907,NUM,What is the average cost for four years of medical school ?,money
2908,ENTY,What harmful chemicals are in bug spray ?,substance
2909,NUM,How many spears are there on Kenya 's flag ?,count
2910,DESC,What did Mighty Mouse always sing as he went into action ?,desc
2911,LOC,Where did George of the Jungle live ?,other
2912,DESC,How did Bob Marley die ?,manner
2913,NUM,What 's men 's par on a 455-yard golf hole ?,other
2914,NUM,What percentage of American men are alcoholic ?,perc
2915,NUM,"Dialing , 900 , 740-TREE to have a tree planted will cost how much ?",money
2916,NUM,"In South Korea , how many American Soldiers are there ?",count
2917,HUM,Who portrayed Carl Bernstein in All the President 's Men ?,ind
2918,NUM,What are the numbers that fit into Fermont 's last theorem ?,other
2919,HUM,Who was Tiny Tim 's father ?,ind
2920,ENTY,What does a heliologist study ?,other
2921,HUM,Who was Bonnie Blue Butler 's father ?,ind
2922,ENTY,"What shampoo prevents eczema , seborrhea , and psoriasis ?",product
2923,NUM,How many Americans have HIV ?,count
2924,LOC,Where do I find information for foreclosure properties on the Internet ?,other
2925,HUM,Who is the Antichrist ?,ind
2926,ENTY,What was the first English play written exclusively for children ?,cremat
2927,LOC,Which Latin American country is the largest ?,country
2928,LOC,What was the former residence of Scottish kings in Edinburgh ?,other
2929,NUM,How many teats does a female goat sport ?,count
2930,NUM,How tall is kilamanjaro ?,dist
2931,HUM,Who was the lawyer who represented Randy Steven Craft ?,ind
2932,LOC,What country buys 25 percent of the world 's tea exports ?,country
2933,LOC,What country is the origin of the band the Creeps ?,country
2934,ENTY,What did the crocodile swallow in Peter Pan ?,other
2935,DESC,What is the origin of the word `` mushroom '' ?,desc
2936,HUM,Which of the following celebrities was not born in Philadelphia ?,ind
2937,NUM,What is the number of American soldiers deployed to South Korea ?,other
2938,LOC,Where is the biggest bell ?,other
2939,ENTY,What is the brand name of the chemical daminozide ?,product
2940,DESC,How do microwaves work ?,manner
2941,ENTY,What magazine paid Ernest Hemingway $15 a word to write a bullfighting article ?,cremat
2942,NUM,What is the estimated total U.S. whitetail deer population ?,count
2943,HUM,Who wrote the Farmer 's Almanac ?,ind
2944,ENTY,"What animal received royal assent as an emblem of Canada on March 24 , 1975 ?",animal
2945,NUM,What number is at 12 o 'clock on a dartboard ?,other
2946,HUM,Which team won the Super Bowl in 1968 ?,gr
2947,DESC,What is the recommended daily requirement for folic acid for pregnant women ?,desc
2948,ENTY,What film dramatized the Scopes monkey trial ?,cremat
2949,HUM,CNN is owned by whom ?,ind
2950,LOC,What country offered Albert Einstein its presidency in 1952 ?,country
2951,DESC,What is the HIGHEST Roman numeral ?,def
2952,ENTY,"What TV series saw many of its aquatic scenes shot at Silver Springs , Florida ?",cremat
2953,HUM,Who was the 15th century fire-and-brimstone monk who gained control of Florence but ended burnt at the stake ?,ind
2954,DESC,How is digital audio used ?,manner
2955,ABBR,What is AFS ?,exp
2956,HUM,Who was Quetzalcoatl ?,desc
2957,ENTY,What operating system do IBM-compatible machines use ?,product
2958,HUM,What French leader sold Louisiana to the United States ?,ind
2959,LOC,"What bay sparkles next to Miami , Florida ?",other
2960,NUM,How many miles of veins are in the circulatory system ?,count
2961,LOC,What famed river flows through Bagdad ?,other
2962,DESC,How is bubble wrap made ?,manner
2963,DESC,What is Java ?,def
2964,HUM,Who is the prime minister of Japan ?,ind
2965,HUM,What player squats an average of 3 times during a baseball doubleheader ?,ind
2966,HUM,What 's the most common name in nursery rhymes ?,ind
2967,NUM,How many `` No '' answers was the What 's My Line ? panel allowed ?,count
2968,NUM,What is the fine for having a dog on a beach ?,money
2969,HUM,"Who wrote the book , `` Song of Solomon '' ?",ind
2970,LOC,"Where can one find information on religion and health , the brain and nutrition ?",other
2971,HUM,Name the Ranger who was always after Yogi Bear .,ind
2972,ENTY,What TV show did John Sebastian sing the theme for ?,cremat
2973,HUM,Who is the president of the Spanish government ?,ind
2974,HUM,Who holds the career record for the most major league home runs ?,ind
2975,HUM,Which of the following actors worked in New York 's Yiddish Theater ?,ind
2976,HUM,Who invented the stethoscope ?,ind
2977,DESC,What is a mathematical factor ?,def
2978,NUM,How many four star generals were there and who are they ?,count
2979,NUM,When did Nixon die ?,date
2980,ENTY,What was originally defined as one 1-millionth of the distance from the equator to the Pole ?,termeq
2981,HUM,What comedian hit the TV screen in 1951 with the NBC afternoon show Time for Ernie ?,ind
2982,NUM,How many members are in the California congressional delegation ?,count
2983,LOC,What erupts every hour at Yellowstone National Park ?,other
2984,LOC,What country contains the highest point in South America ?,country
2985,HUM,What are Arnold Palmer 's fans called ?,ind
2986,HUM,Who retired with 755 home runs to his credit ?,ind
2987,LOC,What constellation represents a hunter with club and shield ?,other
2988,HUM,Who developed potlatch ?,ind
2989,NUM,How long did Shea and Gould practice law in Los Angeles ?,period
2990,NUM,What 's a perfect score in a gymnastics exercise ?,other
2991,HUM,"What group included Abbey Hoffman , Jerry Rubin , and Tom Hayden ?",gr
2992,DESC,What made Jane Goodall famous ?,reason
2993,NUM,At what age did Rossini stop writing opera ?,period
2994,LOC,What Russian seaport has a name meaning `` Lord of the East '' ?,city
2995,HUM,Name the two actress daughters of John Mills .,ind
2996,NUM,How old was Gene Siskel ?,period
2997,DESC,What can be done about snoring ?,desc
2998,LOC,What Rocky Mountain ridge separates North America 's eastward and westward-flowing rivers ?,mount
2999,HUM,Who is the actress Bette Davis once said she wished she looked like ?,ind
3000,HUM,Who portrayed The Cowardly Lion in The Wizard of Oz ?,ind
3001,ENTY,What does a chiropodist treat ?,dismed
3002,DESC,What is porphyria ?,def
3003,LOC,What gate opened on East and West Berlin ?,other
3004,HUM,Who was the first king of England ?,ind
3005,DESC,What made the Finger Lakes in western New York state ?,reason
3006,ENTY,In what movie is the number nine found in the title ?,cremat
3007,NUM,How many calories are there in soy sauce ?,count
3008,HUM,Who killed Kurt Cobain ?,ind
3009,HUM,Who created the monster in Mary Shelley 's novel Frankenstein ?,ind
3010,LOC,What 's the farthest planet from the sun ?,other
3011,DESC,Why does the sun shine only a short time in Alaska ?,reason
3012,ENTY,What chemical in red wine is good for the heart and what exactly does it do to your body ?,dismed
3013,DESC,How does blood clot ?,manner
3014,NUM,How big is our galaxy in diameter ?,volsize
3015,ENTY,"What product `` doubles your pleasure , doubles your fun '' ?",product
3016,NUM,When is a woman most fertile ?,date
3017,HUM,What son of a 15-year-old Mexican girl and a half-Irish father became the world 's most famous Greek ?,ind
3018,HUM,Who was the first man to return to space ?,ind
3019,ENTY,What brand of jeans did Calvin Klein admit in a 1984 interview he felt more comfortable wearing ?,product
3020,HUM,Who gave Abbie Hoffman his first dose of LSD ?,ind
3021,DESC,What effect does friction have on perpetual motion ?,desc
3022,HUM,What did the Seven Dwarfs do for a living ?,title
3023,HUM,What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex ?,ind
3024,HUM,Who shot Billy the Kid ?,ind
3025,DESC,What is he doing now ?,desc
3026,HUM,What Mormon leader was said to have had 27 wives ?,ind
3027,ENTY,What video format was an alternative to VHS ?,other
3028,DESC,Where did the term `` 69 '' come from ?,desc
3029,ENTY,What is money made of ?,substance
3030,LOC,What 's the name of a hotel in Indianapolis ?,other
3031,NUM,How many people in Tucson ?,count
3032,LOC,Where is Melbourne ?,other
3033,HUM,With whom did Bush compare Saddam Hussein ?,ind
3034,LOC,What country was Mikhail Gorbachev the leader of ?,country
3035,NUM,"What is the recommended weight of a 15 year-old male that is 5 , 6 ?",weight
3036,HUM,What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer ?,ind
3037,LOC,What is the largest county in size in Massachusetts ?,other
3038,HUM,What is the name of the brilliant British economist behind its creation ?,ind
3039,HUM,Who played Sally Rogers on The Dick Van Dyke Show ?,ind
3040,DESC,What is it like to experience a near death episode ?,desc
3041,HUM,What mythical figure carries an hourglass and a scythe ?,ind
3042,NUM,How much is a Canadian 1967 twenty dollar gold coin worth ?,money
3043,DESC,Why didn 't European colonial rule spread until after the first and second industrial revolutions ?,reason
3044,LOC,What natural attractions draw the most visitors in the United States ?,other
3045,HUM,What presidential administration challenged Americans to explore The New Frontier ?,gr
3046,NUM,How many years did Sleeping Beauty sleep ?,count
3047,NUM,How long does it take for your body to restore blood after you donate your blood ?,period
3048,DESC,How do I know someone is truly in love with me ?,manner
3049,ENTY,Which of many numbered vats of Scotch was judged best by a panel of experts in 1863 ?,food
3050,DESC,What is literary criticism ?,def
3051,DESC,How do you throw a housewarming party ?,manner
3052,ENTY,What international sport was originally called hurley ?,sport
3053,LOC,What river runs through Liverpool ?,other
3054,HUM,What famous British actor lost his voice after an operation in 1966 ?,ind
3055,DESC,What does the term 3 mean to a newspaper editor ?,def
3056,HUM,What company makes impulse hardening equipment ?,gr
3057,LOC,What country was Kim Philby really working for ?,country
3058,DESC,What does Freddy Freeman say to become Captain Marvel Jr. ?,desc
3059,LOC,What country was Hitler the chancellor of ?,country
3060,HUM,What is Rona Barrett 's married name ?,ind
3061,NUM,How many years make up a lustrum ?,count
3062,ENTY,What are close encounters of the first and second kind ?,other
3063,HUM,Who is the mathematician that won the Noble Prize for Literature in 1950 ?,ind
3064,HUM,Which glamorous actress is a close friend of Dick Tracy ?,ind
3065,ENTY,What 1956 Grace Metalious novel was on the best-seller list for two years ?,cremat
3066,HUM,Name the three races unleashed by the Celestials in Marvel comics .,gr
3067,NUM,How old is the Italian artist Maurizio Pellegrin ?,period
3068,HUM,"What President hit the jogging paths to enhance his athletic image and , sporting No. 39 , almost collapsed during the road race ?",ind
3069,DESC,What is the distinction of Erle Stanley Gardner 's The Case of the Terrified Typist ?,desc
3070,LOC,What North American city would you visit to see Cleopatra 's Needle ?,city
3071,NUM,When was the NFL established ?,date
3072,LOC,Where can I find an Ask An Expert site ?,other
3073,HUM,What writer-journalist made his mark describing colorful Broadway and underworld characters ?,ind
3074,LOC,What U.S. state has the lowest highest elevation at 6 feet ?,state
3075,HUM,What are the residents of the island of Lesbos called ?,gr
3076,ENTY,What is the organizational structure of the New Delhi Indira Gandhi airport ?,other
3077,ENTY,"At Christmas time , what is the traditional thing to do under the mistletoe ?",other
3078,HUM,What baseball great plugged Mr. Coffee ?,ind
3079,ENTY,What international amateur sports spectacle was first telecast in 1956 ?,sport
3080,DESC,What is the origin of the word `` amen '' ?,desc
3081,HUM,Who 's baby was Sweet Pea on the Popeye cartoon ?,ind
3082,LOC,Where is Mile High Stadium ?,other
3083,ENTY,"What were Baffin , Frobisher and Franklin looking for ?",other
3084,DESC,What is limbo ?,def
3085,LOC,What city contains the district of Hell 's Kitchen ?,city
3086,ENTY,What interesting method was used to run the credits in the early Popeye cartoons ?,techmeth
3087,ENTY,What are the stars made of ?,substance
3088,HUM,"What English physician was born on January 18 , 1779 and went on to create two important inventions ?",ind
3089,HUM,"Who did Arthur H. Bremer try to assassinate on May 15 , 1972 ?",ind
3090,NUM,How fast must a spacecraft travel to escape Earth 's gravity ?,speed
3091,HUM,What apostle is Taylor Caldwell 's Great Lion of God ?,ind
3092,NUM,How many rings are there on a five-zone archery target ?,count
3093,ENTY,"What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?",dismed
3094,ENTY,"What element , from the Periodic Table , is a gas or a solid , but never a liquid ?",substance
3095,DESC,What is a tonne ?,def
3096,LOC,Which one of the Great Lakes is entirely within U.S. territory ?,other
3097,ABBR,What is DEET ?,exp
3098,HUM,What company sells the most greeting cards ?,gr
3099,LOC,What U.S. state has sagebrush as its state flower ?,state
3100,DESC,What is the Bernoulli Principle ?,def
3101,HUM,What 's comic strip photographer Peter Parker 's secret identity ?,ind
3102,DESC,What is difference between a poster and a print ?,desc
3103,ENTY,In which sport is there a `` scrum '' ?,sport
3104,ENTY,What are the best ways to improve employee morale at low cost ?,techmeth
3105,LOC,What nationality is Pope John Paul II ?,country
3106,DESC,What is false consciousness ?,def
3107,DESC,How did the Great Depression affect Japan 's history ?,manner
3108,ENTY,Which side should a bowler facing a 37803 split hit the 3-pin on-the left or the right ?,other
3109,LOC,Where are some great educational resources for parents and teachers ?,other
3110,NUM,How many Israeli athletes were killed at the Munich Olympics ?,count
3111,ENTY,What is the Scotch `` for people who know the difference '' ?,termeq
3112,NUM,When was Richard Nixon born ?,date
3113,LOC,What New York City landmark has 168 steps to its crown ?,other
3114,LOC,Where is the Bulls basketball team based ?,other
3115,NUM,What is the recomended age to switch a child from a crib to a bed ?,period
3116,HUM,Which Rockefeller was sometimes called `` JDR3 '' ?,ind
3117,NUM,When is the Sun closest to the Earth ?,date
3118,DESC,What are some chemical properties of mendelevium ?,desc
3119,NUM,What is the average hours per months spent online by AOL users ?,count
3120,HUM,Whom did Friz Freleng add to the Warner Bros. cartoon ranks ?,ind
3121,DESC,What is the origin of the word `` sideburns '' ?,desc
3122,ENTY,The trials resulting from World War II are known as what ?,event
